"Name","Latitude","Longitude","capacity"
"Energizer Park",38.6312451,-90.2105127,22500
"Estes Stadium",35.0802197,-92.4600042,10000
"Eunice Kennedy Shriver Stadium",43.2063841,-77.951485,11000
"Falcon Stadium",38.9970407,-104.843452,39441
"FargoDome",46.9029731,-96.8016422,NA
"Fifth Third Bank Stadium",34.02894,-84.5675987,10200
"Finley Stadium",35.0362864,-85.3157258,20668
"Finley Stadium",35.0362864,-85.3157258,56919
"FirstBank Stadium",36.1439744,-86.8089223,35000
"Fisher Field",40.7009268,-75.2106644,NA
"Fitton Field",42.2416004,-71.8099236,23500
"Five Star Stadium",32.8269924,-83.6521822,10200
"Flagler Credit Union Stadium",26.3761264,-80.1016188,29495
"Floyd Stadium",35.8512134,-86.3681817,27303
"Folsom Field",40.0093901,-105.2669406,51400
"Ford Field",42.3399579,-83.0456114,65000
"Fortera Stadium",36.536364,-87.352531,10000
"Fort Wayne FC Park",41.0877996,-85.2246043,9500
"Foster Stadium",37.7906928,-79.445926,10000
"Gaylord Family-Oklahoma Memorial Stadium",35.205904,-97.4423575,NA
"Geodis Park",36.1300781,-86.7660867,30000
"Gerald J. Ford Stadium",32.8378329,-96.782738,33200
"Gesa Field",46.7318383,-117.1605849,32952
"Gibbs Stadium",34.9618554,-81.9328487,13000
"Gillette Stadium",42.0910573,-71.2644267,64628
"Glass Bowl",41.6573549,-83.6135745,26038
"Goodman Stadium",40.5891156,-75.3552998,16000
"Grandstand",40.7480413,-73.8479089,8125
"Greater Zion Stadium",37.0994998,-113.5672579,8291
"H.A. Chapman Stadium",36.148956,-95.9437966,30000
"Hamilton Stadium",43.2525643,-79.8299326,NA
"Hancock Stadium",40.5123962,-88.996532,12440
"Hancock-Whitney Stadium",30.6972656,-88.1924645,NA
"Hanson Field",40.4683271,-90.6841886,12368
"Harder Stadium",34.4205093,-119.8543864,17000
"Hard Rock Stadium",25.9578903,-80.238905,65326
"Harvard Stadium",42.3666616,-71.1267115,30323
"Heart Health Park",38.5913905,-121.4380217,11442
"Highmark Stadium",42.773818,-78.7869823,71608
"Historic Crew Stadium",40.0093276,-82.9912567,19968
"Hodges Stadium",30.2751443,-81.5116239,9400
"Homer Brice Stadium",31.625641,-94.6443844,NA
"Homewood Field",39.3334386,-76.6208572,8500
"Hornet Stadium",38.5557462,-121.423012,21195
"Houchens-Smith Stadium",36.984746,-86.4594627,NA
"Houck Stadium",37.3095688,-89.5311929,10000
"Hovey Field",37.5612273,-77.4488175,10000
"Huntington Bank Stadium",44.9765402,-93.2246697,50805
"Huskie Stadium",41.9339389,-88.7778354,23595
"Husky Stadium",47.6502768,-122.3015213,70138
"ICCU Dome",42.8699569,-112.4286425,10500
"IGA Stadium",45.5329845,-73.6270827,11715
"Independence Stadium",32.4756548,-93.7919676,49565
"Indian Wells Tennis Garden",33.723947,-116.3059152,16100
"InfoCision Stadium",41.072622,-81.5084267,27881
"Inter&Co Stadium",28.5410625,-81.3883764,25500
"Jack Trice Stadium",42.0139816,-93.6357666,61500
"Javelina Stadium",27.5288333,-97.8800726,12500
"Jayne Stadium",38.1918933,-83.4253424,10000
"Jerry Richardson Stadium",35.3104677,-80.7400704,15314
"JMA Wireless Dome",43.0361642,-76.1363268,42774
"Joan C. Edwards Stadium",38.4249242,-82.4209143,30475
"Joe Aillet Stadium",32.5322423,-92.6559985,28562
"John L. Guidry Stadium",29.7867294,-90.8045125,10500
"Johnny Unitas Stadium",39.3886283,-76.6159701,11198
"Johnson Hagood Stadium",32.7936963,-79.955771,11427
"Jones AT&T Stadium",33.591064,-101.872884,60229
"Jordan-Hare Stadium",32.6021719,-85.4890502,NA
"Kelly/Shorts Stadium",43.577554,-84.7708511,30255
"Kenan Stadium",35.9069536,-79.0478969,50500
"Kenneth P. LaValle Stadium",40.9189851,-73.124308,12300
"Keyworth Stadium",42.392349,-83.0489316,7933
"Kezar Stadium",37.7668983,-122.4560487,9044
"Kibbie Dome",46.7262713,-117.0178699,15250
"Kidd Brewer Stadium",36.211524,-81.685474,30000
"Kinnick Stadium",41.6586776,-91.5510893,69250
"Kroger Field",38.0227569,-84.5051622,61000
"Kyle Field",30.6098822,-96.340356,102733
"L&N Stadium",38.2058305,-85.7587838,59823
"Lakewood Stadium",33.7029855,-84.3876327,10000
"Lambeau Field",44.5013494,-88.0622435,81435
"Lane Stadium",37.2200085,-80.4181303,65632
"LaVell Edwards Stadium",40.2575207,-111.6545141,62073
"Lawrence A. Wien Stadium",40.8732371,-73.9164448,17000
"Legion Field",33.5114775,-86.8426324,71594
"Levi’s Stadium",37.403203,-121.9698179,68500
"Lincoln Financial Field",39.9008065,-75.16747,69596
"Lindner Family Tennis Center",39.3489922,-84.2762733,11435
"Los Angeles Memorial Coliseum",34.0140364,-118.2879066,71349
"Louis Armstrong Stadium",40.7509389,-73.8455164,14053
"Louis Crews Stadium",34.7835495,-86.5783704,21000
"Lubbers Stadium",42.968859,-85.8947183,10444
"Lucas Oil Stadium",39.7601399,-86.163776,63000
"Lumen Field",47.595174,-122.3316371,67000
"Lynn Family Stadium",38.2595586,-85.7333029,11600
"M&T Bank Stadium",39.2779621,-76.6227722,71008
"Mackay Stadium",39.5470407,-119.8176777,30000
"Malone Stadium",32.5309126,-92.0659554,30000
"Mansion Park Stadium",40.4915117,-78.4102822,10400
"Maverik Stadium",41.7517206,-111.8116379,25100
"McGuirk Stadium",42.3773622,-72.5360085,17000
"McKinney ISD Stadium",33.1574826,-96.661505,12000
"McLane Stadium",31.5581872,-97.1156323,45140
"Memorial Field",43.7012414,-72.28431,11000
"Mercedes-Benz Stadium",33.7551198,-84.40098,NA
"MetLife Stadium",40.8135168,-74.0743518,82500
"Michie Stadium",41.3876318,-73.9641666,30000
"Michigan Stadium",42.2658289,-83.748715,107601
"Mihalik-Thompson Stadium",41.0633645,-80.0375623,NA
"Milam Stadium",35.536046,-98.7108171,8600
"Milan Puskar Stadium",39.6501038,-79.9550736,60000
"Mike A. Myers Stadium and Soccer Field",30.2825472,-97.7300192,20000
"Mississippi Veterans Memorial Stadium",32.3295702,-90.1796866,60000
"Mitchell Stadium",37.2507676,-81.2440092,10000
"Mountain America Stadium",33.4264271,-111.9325519,53599
"Navarre Stadium",30.1735086,-93.2103467,20000
"Navy-Marine Corps Memorial Stadium",38.9847659,-76.507094,NA
"Neyland Stadium",35.9549862,-83.9250004,101915
"Nickerson Field",42.3534777,-71.1192334,9871
"Nippert Stadium",39.1311755,-84.5161271,38088
"Nissan Stadium",36.1664367,-86.7712748,69143
"Northwest Stadium",38.9076738,-76.8644822,67617
"Notre Dame Stadium",41.6983991,-86.2339211,80795
"Nottingham Field",40.4034069,-104.705093,8533
"NRG Stadium",29.6847905172459,-95.4107236862183,71795
"Nu Stadium",25.7905499,-80.2617694,26700
"O'Brien Field",39.4807089,-88.1811995,10000
"Ohio Stadium",40.0016323,-83.019755,102780
"Oliver C. Dawson Stadium",33.49868,-80.8447248,22000
"O’Kelly-Riddick Stadium",35.973882,-78.896953,10000
"Panther Stadium",30.0910133,-95.9944475,15000
"Paladin Stadium",34.9201324,-82.437029,14518
"Paycor Stadium",39.095455,-84.5160628,65515
"PayPal Park",37.3512088,-121.9246602,18000
"Peden Stadium",39.3211017,-82.1028686,27000
"Percival Molson Memorial Stadium",45.5101214,-73.5806751,23420
"Perkins Stadium",42.8471614,-88.7448817,13500
"Perry Stadium",41.3780323,-83.6224581,NA
"Phoenix Rising Soccer Stadium",33.4456761,-111.9991099,10000
"Pioneer Stadium",42.7277534,-90.4866707,10000
"Pitbull Stadium",25.7524831,-80.377897,20000
"Princeton Stadium",40.3455138,-74.6498895,27800
"Protective Stadium",33.5278173,-86.8092,42354
"Providence Park",45.521556,-122.6917666,25218
"Provost Umphrey Stadium",30.0431111,-94.0700055,16000
"Q2 Stadium",30.3877059,-97.7195949,20500
"Ratliff Stadium",31.9207823,-102.3644847,17931
"Raymond James Stadium",27.9760118,-82.5033921,65890
"Rentschler Field",41.7596442,-72.6188136,38066
"Reser Stadium",44.5594998,-123.2813752,35548
"Reynolds Razorback Stadium",36.0679548,-94.1789783,76000
"Rhodes Stadium",36.109909,-79.5076597,14000
"Rice-Eccles Stadium",40.7600453,-111.8488562,NA
"Rice Stadium",29.7162899,-95.409329,47000
"Rice-Totten Stadium",33.5094556612883,-90.3431940078735,NA
"Rip Hewes Stadium",31.2057764,-85.4031687,10000
"Robert and Janet Vackar Stadium",26.2825793,-98.1351913,13498
"Roberts Stadium",31.3289784,-89.3312074,NA
"Robert W. Plaster Stadium",37.197715,-93.2798481,17500
"Robinson-Hale Stadium",32.3365663,-90.3337365,NA
"Robinson Stadium",32.5208534,-92.7211548,NA
"Robins Stadium",37.5809557,-77.536869,8200
"Rock Creek Tennis Center",38.9541527,-77.0382786,7500
"Roos Field",47.4927037,-117.5878287,8600
"Rose Bowl Stadium",34.1612766,-118.1676149,91136
"Ross-Ade Stadium",40.4344375,-86.918453,NA
"Roy Kidd Stadium",37.7344759,-84.2972589,20000
"Roy Stewart Stadium",36.6214435,-88.3173752,16800
"Rynearson Stadium",42.255856,-83.6473703,30200
"Saluki Stadium",37.7085583,-89.2161513,15000
"Sanford Stadium",33.9497324,-83.3733345,93033
"Saputo Stadium",45.5631025,-73.5525227,20801
"S.B. Ballard Stadium",36.8889744,-76.3049197,21944
"Scheumann Stadium",40.2161276,-85.4167914,22500
"Schoellkopf Field",42.4441593,-76.4787323,21500
"Scotts Miracle-Gro Field",39.9684866,-83.0170942,NA
"Scott Stadium",38.03109,-78.5136653,61500
"SeatGeek Stadium",41.7647499,-87.8061891,20000
"SECU Stadium",38.9902365,-76.9472766,46185
"Selby Stadium",40.2967202,-83.0634427,9100
"Shell Energy Stadium",29.7521016,-95.3522731,21000
"SHI Stadium",40.513477,-74.4653964,52454
"Simmons Bank Field",34.253421,-92.0215005,16000
"Simmons Bank Liberty Stadium",35.1210933,-89.9774265,58318
"Sloan-Alumni Stadium",33.4797689,-86.9086468,NA
"Snapdragon Stadium",32.783141,-117.1195478,35000
"Sobeys Stadium",43.7715703,-79.5120746,10876
"SoFi Stadium",33.9533687,-118.3389723,70240
"Solider Field",41.8623221,-87.6166964,61500
"Spangler Stadium",35.2456103,-81.6732431,8500
"Spartan Stadium",42.7282263,-84.4848419,74866
"Spinks-Casem Stadium",31.8735852,-91.1348964,NA
"Sports Illustrated Stadium",40.7368033,-74.1502691,25000
"Spratt Memorial Stadium",39.7618945,-94.7860947,10000
"Stadium 2",33.7234584,-116.3039116,8000
"Stambaugh Stadium",41.1094941,-80.6493473,20630
"Stanford Stadium",37.4345049,-122.1611559,50424
"State Farm Stadium",33.5274793,-112.2622705,63400
"Stewart Stadium",41.1918999,-111.9399896,13441
"Sun Bowl",31.7733636,-106.5079666,45971
"Superior Dome",46.5602767,-87.3938155,8000
"Tacoma Dome",47.2366751,-122.4270487,20722
"Talen Energy Stadium",39.8327132,-75.3783346,NA
"TDECU Stadium",29.7220296,-95.3492154,40000
"TD Place Stadium",45.3981938,-75.6834197,24000
"The Dome at America’s Center",38.6329344,-90.1884271,67277
"Theodore A. Wright Stadium",32.0274794,-81.0686624,8500
"The Reservation",35.0667898,-81.6802704,8250
"TIAA Bank Field",30.3238691,-81.637323,67246
"Tiger Stadium",30.4119847,-91.1838199,102321
"Tom Benson Hall of Fame Stadium",40.8198015,-81.3980485,22375
"Toyota Stadium",33.1542775,-96.8351377,19096
"TQL Stadium",39.1110381,-84.5227915,26000
"Tucker Stadium",36.1781807,-85.5061627,16500
"Turpin Stadium",31.7475111,-93.0960953,15971
"UB Stadium",42.9991234,-78.7775302,30270
"UC Davis Health Stadium",38.5365851079438,-121.762783527374,10743
"UC Stadium at Laidley Field",38.3442983,-81.6150606,18500
"UFCU Stadium",29.8910622,-97.9255414,28000
"UNI-Dome",42.5156859,-92.4673749,NA
"U.S. Bank Stadium",44.9737054,-93.257677,66665
"Valley Children’s Stadium",36.8143527,-119.7579826,40727
"Vaught-Hemingway Stadium",34.3620723,-89.5341969,NA
"Villanova Stadium",40.0330036,-75.3367335,12000
"WakeMed Soccer Park",35.7862091,-78.7550856,10000
"Waldo Stadium",42.2857624,-85.6010377,30200
"Walkup Skydome",35.180517,-111.6527546,10000
"Wallace Wade Stadium",35.9953252,-78.9416708,31500
"Walton Stadium",38.758894,-93.7421268,12000
"Washington-Grizzly Stadium",46.863837,-113.9815181,NA
"Weidner Field",38.8262545,-104.8284212,8000
"Welcome Stadium",39.7368448,-84.1980601,11000
"Williams Stadium",37.3544241,-79.1750228,25000
"Williams-Brice Stadium",33.9731003,-81.0191704,NA
"Yager Stadium",39.519635,-84.7330052,24286
"Yale Bowl",41.3131367,-72.9603982,61446
"Yulman Stadium",29.944667,-90.1168317,30000
"Zable Stadium",37.2729131,-76.7143482,11646
"Convocation Center",33.574779,-81.7739118,3600
"Convocation Center",39.3232432,-82.1055831,13080
"Convocation Center",29.5823191,-98.6215721,4080
"Convocation Center",37.0197812,-76.331023,7200
"Liberty Arena",37.349491,-79.1800551,NA
"Liberty Arena",37.9620472,-87.6746662,NA
"Moody Coliseum",32.4703506,-99.7091138,3600
"Moody Coliseum",32.8403662,-96.7805064,7000
"Ralph Engelstad Arena",47.9275654,-97.0714027,NA
"Ralph Engelstad Arena",48.121514,-96.1920252,NA
"The Coliseum",33.5759767,-85.1036864,7000
"The Coliseum",32.7063546,-100.8881539,3890
"Toyota Center",29.7507788,-95.3620577,18023
"Toyota Center",46.219793,-119.2166108,5785
"Veterans Memorial Coliseum",43.0470792,-89.3789291,7890
"Veterans Memorial Coliseum",45.5321615,-122.6693058,9122
"Franklin Field",42.918655,-88.016493,NA
"Legends Field",39.1248002,-94.8307228,NA
"Legends Field",38.0658907,-84.4783187,NA
"Toyota Field",34.6838868,-86.7246058,5500
"Truist Stadium",36.0920602,-80.2547407,5500
"Veterans Memorial Stadium",41.9679861,-91.686101,5300
"War Memorial Stadium",37.0095183,-76.3869632,3750
"War Memorial Stadium",36.0796616,-79.7771789,7500
"Drake Stadium",41.604974,-93.6550356,NA
"Drake Stadium",34.071991,-118.4483027,NA
"Franklin Field",39.9501235,-75.1900327,NA
"Hughes Stadium",39.3439062,-76.5828932,NA
"Hughes Stadium",38.540844,-121.486516,NA
"Memorial Stadium",39.180851,-86.5256382,52626
"Memorial Stadium",40.0993304,-88.2359649,60670
"Memorial Stadium",34.6787291,-82.8432012,81500
"Memorial Stadium",38.9357618,-92.3332429,62621
"Memorial Stadium",33.2460724,-95.9101404,12764
"Memorial Stadium",40.8206134,-96.7056727,90000
"Memorial Stadium",39.4749783,-87.3669559,12764
"Memorial Stadium",33.8542012,-98.5824895,11526
"Memorial Stadium",32.2148964,-98.2235032,14500
"Titan Stadium",33.8866536,-117.8869701,10000
"Titan Stadium",44.0236694,-88.5628617,9800
"Toyota Field",29.5393461,-98.3945632,8400
"Truist Stadium",36.0814651753035,-79.7700977325439,21500
"University Stadium",33.5802316,-85.120461,10000
"University Stadium",35.0669742,-106.6282261,37440
"Veterans Memorial Stadium",31.7995781,-85.9518707,30000
"War Memorial Stadium",41.3117103,-105.5683029,29181
"War Memorial Stadium",34.7497935,-92.3301315,54120
"Wildcat Stadium",32.5336714,-83.8953997,10000
"Wildcat Stadium",43.1385847,-70.939343,11015
"Wildcat Stadium",32.4730935,-99.7088565,12000
